vehicle_number,violation_count,unique_zones,vehicle_type,last_seen,top_zone
FKN00GL111004,6,2,SCOOTER,2024-01-09 11:51:46,BTP038 - Mysore Bank Junction
FKN00GL42051,6,1,SCOOTER,2024-04-06 01:50:46,GRID_13.05_77.58
FKN00GL42049,6,1,MOTOR CYCLE,2024-04-08 12:07:46,BTP051 - Safina Plaza Junction
FKN00GL42012,6,1,PASSENGER AUTO,2024-04-07 01:12:46,GRID_13.0_77.68
FKN00GL42301,6,1,SCOOTER,2024-04-03 06:54:46,BTP040 - Elite Junction
FKN00GL42597,6,1,SCOOTER,2024-03-23 09:08:46,GRID_13.07_77.59
FKN00GL42553,6,1,SCOOTER,2023-12-29 01:48:46,GRID_12.97_77.61
FKN00GL41061,6,1,MOPED,2024-04-03 06:25:46,BTP040 - Elite Junction
FKN00GL4125,6,1,CAR,2024-03-06 10:52:46,GRID_12.96_77.7
FKN00GL44415,6,1,VAN,2024-03-27 08:31:46,GRID_12.94_77.59
FKN00GL44684,6,1,LGV,2024-04-03 02:51:46,"BTP083 - AS Char Street, Mysore Road"
FKN00GL44905,6,1,MOTOR CYCLE,2024-03-19 10:19:46,GRID_13.07_77.59
FKN00GL44793,6,2,GOODS AUTO,2024-02-22 02:21:46,BTP180 - Swagath Poornima Theatre
FKN00GL4473,6,3,CAR,2024-03-28 08:19:46,GRID_12.97_77.66
FKN00GL0628,6,1,MOTOR CYCLE,2024-03-22 07:58:46,GRID_12.93_77.69
FKN00GL94217,6,4,CAR,2024-03-24 06:38:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL9417,6,1,SCOOTER,2024-02-01 06:48:46,BTP020 - Hosahalli Metro Station
FKN00GL18826,6,2,SCOOTER,2024-03-14 11:41:46,GRID_12.98_77.61
FKN00GL83928,6,1,SCOOTER,2024-04-08 07:46:46,GRID_12.98_77.61
FKN00GL72654,6,1,MAXI-CAB,2024-03-19 12:13:46,GRID_12.89_77.64
FKN00GL7346,6,1,MOTOR CYCLE,2024-02-03 05:32:46,GRID_12.93_77.69
FKN00GL7331,6,1,MOTOR CYCLE,2024-03-21 10:46:46,GRID_12.93_77.69
FKN00GL42799,6,1,SCOOTER,2024-03-24 09:14:46,GRID_13.07_77.59
FKN00GL42987,6,4,CAR,2024-04-03 04:11:46,GRID_13.0_77.56
FKN00GL43466,6,1,CAR,2024-02-21 03:20:46,GRID_13.02_77.53
FKN00GL4747,6,1,SCOOTER,2024-04-06 02:22:46,GRID_12.93_77.69
FKN00GL18413,6,2,CAR,2024-01-26 02:35:46,GRID_12.93_77.69
FKN00GL18463,6,1,SCOOTER,2024-01-18 03:01:46,GRID_12.93_77.69
FKN00GL12440,6,1,PASSENGER AUTO,2024-03-26 04:06:46,BTP082 - KR Market Junction
FKN00GL125228,6,1,MOTOR CYCLE,2024-01-01 08:37:46,BTP051 - Safina Plaza Junction
FKN00GL18731,6,2,CAR,2024-03-11 03:29:46,BTP040 - Elite Junction
FKN00GL18682,6,2,CAR,2024-03-19 02:10:46,BTP058 - Subbanna Junction
FKN00GL93455,6,1,SCOOTER,2024-03-02 03:11:46,BTP020 - Hosahalli Metro Station
FKN00GL4576,6,1,MOTOR CYCLE,2024-04-02 06:54:46,GRID_12.93_77.69
FKN00GL45735,6,2,CAR,2024-04-08 04:27:46,BTP205 - Modi Hospital Junction
FKN00GL11019,6,2,BUS (BMTC/KSRTC),2024-01-11 03:41:46,"BTP115 - Sahasra Hospital, Jayanagar"
FKN00GL4555,6,1,SCOOTER,2024-03-27 06:51:46,GRID_12.93_77.69
FKN00GL46332,6,1,SCOOTER,2024-02-12 10:15:46,BTP051 - Safina Plaza Junction
FKN00GL4629,6,1,PASSENGER AUTO,2024-03-31 05:34:46,BTP211 - Central Street Junction
FKN00GL46586,6,2,SCOOTER,2024-03-12 07:55:46,BTP027 - Modi Bridge Junction
FKN00GL46585,6,2,SCOOTER,2024-03-26 05:12:46,BTP027 - Modi Bridge Junction
FKN00GL48854,6,1,SCOOTER,2024-02-19 07:11:46,GRID_13.01_77.56
FKN00GL49425,6,2,CAR,2024-04-08 03:56:46,"BTP204 - ESI Hospital, Rajajinagar"
FKN00GL126280,6,1,CAR,2023-12-29 02:35:46,GRID_13.02_77.56
FKN00GL18154,6,2,CAR,2024-01-20 15:03:46,GRID_12.97_77.62
FKN00GL18223,6,1,MOTOR CYCLE,2024-03-29 03:11:46,BTP020 - Hosahalli Metro Station
FKN00GL18229,6,2,MOPED,2024-03-27 06:46:46,GRID_12.93_77.69
FKN00GL12494,6,2,PASSENGER AUTO,2024-04-08 11:32:46,BTP051 - Safina Plaza Junction
FKN00GL12548,6,1,MOTOR CYCLE,2024-03-16 09:41:46,"BTP022 - Marenahalli Junction, Vijayanagar"
FKN00GL18294,6,1,MOTOR CYCLE,2024-01-18 04:57:46,GRID_12.93_77.69
FKN00GL4653,6,3,CAR,2024-03-31 07:07:46,BTP040 - Elite Junction
FKN00GL4648,6,1,SCOOTER,2024-03-28 08:26:46,BTP082 - KR Market Junction
FKN00GL46790,6,2,SCOOTER,2024-04-03 08:16:46,BTP040 - Elite Junction
FKN00GL47247,6,2,SCOOTER,2024-03-02 04:39:46,GRID_12.93_77.69
FKN00GL4722,6,2,CAR,2024-03-30 01:32:46,"BTP123 - 10th Cross, Wilson Garden"
FKN00GL47140,6,1,SCOOTER,2024-02-26 01:13:46,BTP044 - Sagar Theatre Junction
FKN00GL47103,6,2,PASSENGER AUTO,2024-03-11 00:05:46,GRID_13.01_77.7
FKN00GL49961,6,1,VAN,2024-04-07 11:02:46,BTP040 - Elite Junction
FKN00GL5034,6,2,FACTORY BUS,2024-03-22 02:17:46,GRID_12.95_77.7
FKN00GL5033,6,1,SCOOTER,2024-03-28 09:32:46,GRID_12.93_77.69
FKN00GL17858,6,1,MOTOR CYCLE,2024-03-22 09:28:46,GRID_12.93_77.69
FKN00GL17856,6,1,MOTOR CYCLE,2024-02-14 10:13:46,GRID_12.93_77.69
FKN00GL17851,6,1,SCOOTER,2024-03-27 02:06:46,GRID_12.99_77.57
FKN00GL17833,6,1,SCOOTER,2024-02-14 10:23:46,GRID_12.93_77.69
FKN00GL17902,6,1,PASSENGER AUTO,2024-03-30 06:05:46,BTP057 - Anand Rao Junction
FKN00GL17867,6,1,CAR,2024-01-24 10:28:46,BTP040 - Elite Junction
FKN00GL179144,6,4,CAR,2024-03-11 01:56:46,BTP043 - Upparpet Junction
FKN00GL18073,6,1,JEEP,2024-01-12 05:21:46,BTP044 - Sagar Theatre Junction
FKN00GL47927,6,1,CAR,2024-04-08 04:27:46,BTP205 - Modi Hospital Junction
FKN00GL47779,6,1,SCOOTER,2024-03-02 11:46:46,BTP051 - Safina Plaza Junction
FKN00GL48411,6,1,SCOOTER,2024-04-04 04:39:46,BTP172 - Nanjappa Circle
FKN00GL4836,6,1,MOPED,2024-02-14 04:21:46,GRID_12.94_77.69
FKN00GL48330,6,1,SCOOTER,2024-02-15 04:05:46,GRID_13.04_77.59
FKN00GL5230,6,1,SCOOTER,2024-03-29 03:43:46,BTP020 - Hosahalli Metro Station
FKN00GL7743,6,5,CAR,2024-03-16 07:26:46,GRID_12.99_77.57
FKN00GL7785,6,3,SCOOTER,2024-02-12 12:24:46,BTP027 - Modi Bridge Junction
FKN00GL78267,6,3,LGV,2024-03-17 05:26:46,GRID_12.84_77.65
FKN00GL78854,6,1,SCOOTER,2024-03-14 09:03:46,BTP057 - Anand Rao Junction
FKN00GL50280,6,1,CAR,2024-04-06 04:23:46,BTP061 - Bhashyam Circle
FKN00GL5055,6,1,CAR,2024-03-28 09:17:46,GRID_12.93_77.69
FKN00GL50528,6,2,MAXI-CAB,2024-03-24 00:46:46,GRID_12.97_77.71
FKN00GL50768,6,2,CAR,2024-03-05 02:37:46,BTP040 - Elite Junction
FKN00GL50569,6,2,MOTOR CYCLE,2024-02-24 04:19:46,GRID_12.93_77.69
FKN00GL50558,6,1,SCOOTER,2024-03-26 03:19:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL5092,6,1,SCOOTER,2024-02-20 09:24:46,GRID_12.93_77.69
FKN00GL51273,6,1,MAXI-CAB,2024-03-19 02:48:46,GRID_12.97_77.62
FKN00GL49618,6,1,CAR,2024-03-07 00:38:46,GRID_12.97_77.62
FKN00GL49739,6,1,SCOOTER,2024-02-20 08:45:46,BTP051 - Safina Plaza Junction
FKN00GL49710,6,2,PASSENGER AUTO,2024-02-20 08:36:46,BTP051 - Safina Plaza Junction
FKN00GL71913,6,1,SCOOTER,2024-03-10 08:31:46,BTP082 - KR Market Junction
FKN00GL17351,6,1,SCOOTER,2024-03-26 03:40:46,BTP027 - Modi Bridge Junction
FKN00GL17413,6,1,CAR,2024-01-17 10:38:46,GRID_12.96_77.72
FKN00GL17393,6,2,SCOOTER,2024-01-20 07:43:46,BTP032 - Windsor Circle
FKN00GL17371,6,1,SCOOTER,2024-01-19 03:50:46,GRID_12.93_77.69
FKN00GL1752,6,2,PASSENGER AUTO,2024-03-30 10:50:46,BTP051 - Safina Plaza Junction
FKN00GL17652,6,2,SCOOTER,2024-03-27 09:13:46,GRID_12.98_77.61
FKN00GL5259,6,1,SCOOTER,2024-02-15 09:11:46,BTP109 - Dewan Madhava Rao Junction
FKN00GL106263,6,1,MOTOR CYCLE,2024-01-16 06:40:46,GRID_12.93_77.69
FKN00GL5294,6,1,MOTOR CYCLE,2024-03-16 23:45:46,BTP082 - KR Market Junction
FKN00GL53618,6,1,CAR,2024-03-26 03:09:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL5176,6,1,SCOOTER,2024-03-16 02:56:46,GRID_13.0_77.61
FKN00GL51664,6,1,SCOOTER,2024-03-02 11:46:46,BTP051 - Safina Plaza Junction
FKN00GL52007,6,2,MOTOR CYCLE,2024-04-08 12:36:46,GRID_13.01_77.55
FKN00GL52440,6,2,CAR,2024-04-08 01:46:46,BTP058 - Subbanna Junction
FKN00GL5232,6,1,SCOOTER,2024-02-22 06:37:46,BTP020 - Hosahalli Metro Station
FKN00GL105938,6,1,MOTOR CYCLE,2024-01-07 10:33:46,GRID_12.98_77.61
FKN00GL5461,6,1,SCOOTER,2024-02-02 04:00:46,BTP061 - Bhashyam Circle
FKN00GL55549,6,1,LGV,2024-02-23 05:40:46,BTP082 - KR Market Junction
FKN00GL55891,6,2,PASSENGER AUTO,2024-03-27 08:32:46,GRID_13.04_77.59
FKN00GL5570,6,2,LORRY/GOODS VEHICLE,2024-04-08 02:29:46,GRID_12.88_77.64
FKN00GL56052,6,1,SCOOTER,2024-02-26 02:49:46,BTP061 - Bhashyam Circle
FKN00GL169585,6,1,SCOOTER,2024-01-21 05:53:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL16967,6,1,CAR,2024-01-13 10:35:46,GRID_12.93_77.69
FKN00GL17057,6,1,SCOOTER,2024-04-02 06:55:46,GRID_12.93_77.69
FKN00GL17027,6,3,CAR,2024-04-01 09:29:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL17070,6,1,SCOOTER,2024-01-17 08:20:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL126959,6,1,SCOOTER,2023-11-23 09:57:46,BTP051 - Safina Plaza Junction
FKN00GL17369,6,2,MOTOR CYCLE,2024-04-06 10:35:46,GRID_12.93_77.69
FKN00GL7160,6,1,SCOOTER,2024-03-12 03:49:46,GRID_12.99_77.57
FKN00GL71591,6,1,SCOOTER,2024-03-02 05:34:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL71582,6,1,MOTOR CYCLE,2024-03-24 02:27:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL82045,6,2,PASSENGER AUTO,2024-03-08 08:27:46,BTP211 - Central Street Junction
FKN00GL5718,6,2,MOTOR CYCLE,2024-04-04 16:49:46,BTP020 - Hosahalli Metro Station
FKN00GL5708,6,1,SCOOTER,2024-02-13 12:59:46,BTP020 - Hosahalli Metro Station
FKN00GL0520,6,2,SCOOTER,2024-03-15 04:12:46,GRID_12.93_77.69
FKN00GL9541,6,2,SCOOTER,2024-03-01 08:25:46,BTP051 - Safina Plaza Junction
FKN00GL96635,6,1,SCOOTER,2024-02-01 04:29:46,GRID_12.97_77.61
FKN00GL16635,6,1,MOTOR CYCLE,2024-01-20 05:28:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL16632,6,1,MOTOR CYCLE,2024-03-27 10:10:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL16613,6,1,MOTOR CYCLE,2024-04-05 07:23:46,BTP027 - Modi Bridge Junction
FKN00GL16597,6,1,CAR,2024-04-08 01:49:46,BTP058 - Subbanna Junction
FKN00GL12752,6,1,PASSENGER AUTO,2024-04-07 10:15:46,BTP051 - Safina Plaza Junction
FKN00GL56397,6,1,SCOOTER,2024-03-31 12:17:46,BTP051 - Safina Plaza Junction
FKN00GL56384,6,4,CAR,2024-03-22 09:26:46,GRID_13.0_77.57
FKN00GL5638,6,1,SCOOTER,2024-03-29 03:10:46,BTP020 - Hosahalli Metro Station
FKN00GL80779,6,1,MOTOR CYCLE,2024-03-29 03:11:46,BTP020 - Hosahalli Metro Station
FKN00GL81260,6,1,SCOOTER,2024-01-05 08:48:46,BTP027 - Modi Bridge Junction
FKN00GL58048,6,1,SCOOTER,2024-02-24 08:34:46,BTP051 - Safina Plaza Junction
FKN00GL58575,6,3,CAR,2024-03-18 11:17:46,BTP040 - Elite Junction
FKN00GL58402,6,1,MOTOR CYCLE,2024-01-14 07:39:46,BTP172 - Nanjappa Circle
FKN00GL160383,6,1,SCOOTER,2023-12-30 01:20:46,BTP032 - Windsor Circle
FKN00GL16302,6,1,SCOOTER,2024-04-05 04:29:46,BTP077 - Halasuru Gate Junction
FKN00GL16472,6,1,MOTOR CYCLE,2024-01-31 08:19:46,BTP020 - Hosahalli Metro Station
FKN00GL16461,6,1,SCOOTER,2024-04-03 10:45:46,BTP020 - Hosahalli Metro Station
FKN00GL9473,6,1,PASSENGER AUTO,2024-03-20 10:55:46,BTP043 - Upparpet Junction
FKN00GL94708,6,1,MOTOR CYCLE,2024-03-04 04:49:46,BTP068 - Veeresh Theatre Junction
FKN00GL0361,6,1,MOTOR CYCLE,2024-03-15 05:58:46,GRID_12.93_77.69
FKN00GL5758,6,1,MOTOR CYCLE,2024-02-02 06:57:46,BTP020 - Hosahalli Metro Station
FKN00GL5760,6,1,MOTOR CYCLE,2024-03-13 04:42:46,BTP020 - Hosahalli Metro Station
FKN00GL5777,6,2,SCOOTER,2024-01-07 02:52:46,GRID_12.93_77.61
FKN00GL57721,6,1,MOTOR CYCLE,2024-03-04 08:15:46,BTP020 - Hosahalli Metro Station
FKN00GL57698,6,1,SCOOTER,2024-03-02 04:59:46,GRID_12.93_77.69
FKN00GL5802,6,1,CAR,2024-02-24 04:40:46,GRID_13.01_77.57
FKN00GL5914,6,2,CAR,2024-03-22 12:16:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL5950,6,1,CAR,2024-02-15 09:35:46,GRID_12.99_77.57
FKN00GL59785,6,1,SCOOTER,2024-04-07 02:22:46,GRID_13.0_77.61
FKN00GL5975,6,4,CAR,2024-04-02 01:09:46,BTP058 - Subbanna Junction
FKN00GL5971,6,1,SCOOTER,2024-04-03 01:57:46,GRID_13.05_77.58
FKN00GL6033,6,1,MOTOR CYCLE,2024-03-25 09:25:46,BTP040 - Elite Junction
FKN00GL60103,6,1,MOTOR CYCLE,2024-03-20 04:58:46,BTP172 - Nanjappa Circle
FKN00GL6048,6,1,SCOOTER,2024-02-02 09:01:46,BTP032 - Windsor Circle
FKN00GL60792,6,1,SCOOTER,2024-04-06 09:24:46,BTP044 - Sagar Theatre Junction
FKN00GL15336,6,1,MAXI-CAB,2024-03-11 04:52:46,GRID_12.96_77.72
FKN00GL153350,6,1,MOTOR CYCLE,2024-01-30 04:40:46,BTP032 - Windsor Circle
FKN00GL15376,6,2,SCOOTER,2024-04-06 04:14:46,GRID_13.04_77.59
FKN00GL15663,6,2,PASSENGER AUTO,2024-03-25 06:54:46,GRID_13.0_77.68
FKN00GL16010,6,2,HGV,2024-03-25 03:27:46,BTP044 - Sagar Theatre Junction
FKN00GL105489,6,1,SCOOTER,2024-01-18 04:09:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL10544,6,2,LGV,2024-04-05 10:32:46,GRID_12.9_77.64
FKN00GL64107,6,1,MOTOR CYCLE,2024-03-20 09:23:46,GRID_13.07_77.59
FKN00GL64064,6,1,SCOOTER,2024-04-06 03:51:46,GRID_13.01_77.56
FKN00GL64058,6,2,CAR,2024-04-08 03:34:46,"BTP186 - 9th Cross, 4th Main, Jayanagar"
FKN00GL64056,6,2,SCOOTER,2024-04-06 08:13:46,GRID_13.01_77.56
FKN00GL64862,6,1,CAR,2024-04-07 08:23:46,GRID_12.97_77.62
FKN00GL79398,6,1,SCOOTER,2024-02-24 06:15:46,GRID_12.93_77.69
FKN00GL15155,6,1,SCOOTER,2024-04-02 08:04:46,BTP051 - Safina Plaza Junction
FKN00GL1523,6,1,PASSENGER AUTO,2024-03-15 10:20:46,BTP211 - Central Street Junction
FKN00GL1537,6,1,SCOOTER,2024-01-02 04:21:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL62621,6,1,SCOOTER,2024-02-26 08:40:46,BTP082 - KR Market Junction
FKN00GL6337,6,1,SCOOTER,2024-04-06 01:55:46,GRID_13.05_77.58
FKN00GL6326,6,2,PASSENGER AUTO,2024-03-30 10:02:46,GRID_12.98_77.61
FKN00GL63471,6,1,PASSENGER AUTO,2024-04-06 10:33:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL60898,6,1,SCOOTER,2024-03-13 06:37:46,BTP051 - Safina Plaza Junction
FKN00GL104909,6,1,MOTOR CYCLE,2024-01-21 05:53:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL104844,6,2,SCOOTER,2024-01-19 02:19:46,BTP032 - Windsor Circle
FKN00GL68107,6,1,SCOOTER,2024-02-29 04:56:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL146021,6,1,SCOOTER,2024-01-11 04:24:46,BTP020 - Hosahalli Metro Station
FKN00GL14693,6,1,SCOOTER,2024-01-24 04:19:46,BTP027 - Modi Bridge Junction
FKN00GL148863,6,1,SCOOTER,2024-01-04 03:35:46,GRID_12.93_77.54
FKN00GL149520,6,2,CAR,2023-12-29 10:54:46,BTP018 - Dhobi Ghat Junction
FKN00GL1499,6,1,SCOOTER,2024-03-28 10:49:46,BTP051 - Safina Plaza Junction
FKN00GL66155,6,1,LGV,2024-03-04 04:28:46,GRID_13.03_77.62
FKN00GL66555,6,1,SCHOOL VEHICLE,2024-02-27 13:18:46,GRID_12.88_77.65
FKN00GL6653,6,4,CAR,2024-02-19 04:00:46,"BTP204 - ESI Hospital, Rajajinagar"
FKN00GL101785,6,2,CAR,2023-11-20 09:03:46,BTP045 - Danvanthri Road Junction
FKN00GL6536,6,2,MOTOR CYCLE,2024-04-02 03:59:46,GRID_12.93_77.61
FKN00GL104061,6,2,MOTOR CYCLE,2024-01-30 04:39:46,BTP032 - Windsor Circle
FKN00GL104057,6,1,SCOOTER,2024-01-18 03:20:46,GRID_12.93_77.69
FKN00GL6529,6,2,SCOOTER,2024-02-14 10:41:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL64008,6,1,SCOOTER,2024-04-06 10:34:46,GRID_12.93_77.69
FKN00GL63906,6,1,PASSENGER AUTO,2024-03-26 00:57:46,BTP082 - KR Market Junction
FKN00GL141107,6,4,CAR,2024-01-21 05:18:46,BTP057 - Anand Rao Junction
FKN00GL1422,6,1,MOTOR CYCLE,2024-03-15 09:33:46,GRID_13.0_77.56
FKN00GL1427,6,1,SCOOTER,2024-03-15 10:00:46,GRID_13.0_77.56
FKN00GL14244,6,1,SCOOTER,2024-02-23 08:33:46,GRID_12.93_77.69
FKN00GL14373,6,1,SCOOTER,2024-01-24 08:44:46,BTP040 - Elite Junction
FKN00GL144353,6,1,MOTOR CYCLE,2024-01-25 10:28:46,BTP068 - Veeresh Theatre Junction
FKN00GL1314,6,2,SCOOTER,2024-03-22 14:23:46,BTP027 - Modi Bridge Junction
FKN00GL131318,6,1,SCOOTER,2024-01-15 05:10:46,BTP044 - Sagar Theatre Junction
FKN00GL131230,6,1,MOTOR CYCLE,2024-03-12 08:57:46,BTP020 - Hosahalli Metro Station
FKN00GL143965,6,2,SCOOTER,2024-01-18 09:42:46,BTP044 - Sagar Theatre Junction
FKN00GL70518,6,1,PASSENGER AUTO,2024-04-07 10:30:46,BTP044 - Sagar Theatre Junction
FKN00GL14007,6,2,CAR,2024-03-12 10:18:46,GRID_12.94_77.7
FKN00GL140399,6,1,SCOOTER,2024-01-17 09:46:46,BTP082 - KR Market Junction
FKN00GL140372,6,1,CAR,2024-01-08 04:35:46,GRID_12.96_77.7
FKN00GL69382,6,3,CAR,2024-03-07 01:14:46,BTP040 - Elite Junction
FKN00GL69121,6,1,GOODS AUTO,2024-04-07 09:17:46,BTP044 - Sagar Theatre Junction
FKN00GL26296,6,1,PASSENGER AUTO,2024-02-09 01:17:46,GRID_13.0_77.68
FKN00GL2649,6,1,CAR,2024-01-24 04:05:46,GRID_13.1_77.58
FKN00GL26782,6,2,MOTOR CYCLE,2024-03-13 08:30:46,BTP032 - Windsor Circle
FKN00GL119748,6,2,CAR,2023-11-22 09:46:46,"BTP099 - Cash Pharmacy, Residency Road"
FKN00GL11969,6,1,SCOOTER,2024-03-17 10:37:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL1196,6,1,MOTOR CYCLE,2024-03-19 09:03:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL119562,6,1,CAR,2023-12-24 04:53:46,GRID_12.97_77.62
FKN00GL119547,6,1,PASSENGER AUTO,2024-01-07 09:42:46,BTP051 - Safina Plaza Junction
FKN00GL25909,6,1,SCOOTER,2024-02-22 09:14:46,GRID_12.93_77.69
FKN00GL26153,6,1,MOTOR CYCLE,2024-04-04 09:29:46,GRID_13.07_77.59
FKN00GL0095,6,1,SCOOTER,2024-03-28 09:11:46,GRID_12.93_77.69
FKN00GL9630,6,1,TEMPO,2024-03-16 07:48:46,GRID_12.95_77.72
FKN00GL96078,6,1,SCOOTER,2024-01-02 06:48:46,BTP032 - Windsor Circle
FKN00GL0406,6,1,SCOOTER,2024-01-31 08:56:46,BTP020 - Hosahalli Metro Station
FKN00GL0374,6,2,SCOOTER,2024-03-27 22:11:46,BTP104 - Medical College Circle
FKN00GL9597,6,2,CAR,2024-03-08 04:41:46,GRID_12.88_77.64
FKN00GL28488,5,1,SCOOTER,2024-03-17 10:58:46,BTP078 - NR Square Junction
FKN00GL6804,5,1,SCOOTER,2024-02-15 22:16:46,GRID_13.01_77.7
FKN00GL10249,5,2,LGV,2024-03-26 03:41:46,"BTP210 - 50th cross, 12th Main , Rajajinagar"
FKN00GL52280,5,4,PASSENGER AUTO,2024-03-08 09:49:46,BTP045 - Danvanthri Road Junction
FKN00GL0407,5,1,SCOOTER,2024-01-09 04:08:46,BTP020 - Hosahalli Metro Station
FKN00GL0405,5,2,HGV,2024-02-06 03:50:46,BTP044 - Sagar Theatre Junction
FKN00GL102443,5,1,CAR,2024-01-08 07:21:46,GRID_13.07_77.59
FKN00GL9598,5,2,MAXI-CAB,2024-03-22 01:48:46,GRID_12.97_77.71
FKN00GL132292,5,3,MAXI-CAB,2024-03-14 05:44:46,GRID_12.94_77.7
FKN00GL13283,5,3,LGV,2024-03-16 12:49:46,BTP044 - Sagar Theatre Junction
FKN00GL1327,5,2,VAN,2024-02-11 02:13:46,GRID_13.02_77.53
FKN00GL17359,5,1,MOPED,2024-02-29 04:31:46,BTP027 - Modi Bridge Junction
FKN00GL5698,5,2,PASSENGER AUTO,2024-03-23 06:17:46,BTP040 - Elite Junction
FKN00GL102366,5,1,SCOOTER,2024-03-31 11:08:46,GRID_12.98_77.61
FKN00GL9877,5,1,SCOOTER,2024-01-30 08:26:46,GRID_12.93_77.69
FKN00GL66450,5,1,SCOOTER,2024-02-28 04:56:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL53960,5,1,SCOOTER,2024-03-01 00:17:46,BTP082 - KR Market Junction
FKN00GL9954,5,1,SCOOTER,2024-02-14 02:35:46,BTP032 - Windsor Circle
FKN00GL58319,5,1,SCOOTER,2024-03-01 10:16:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL76646,5,1,PASSENGER AUTO,2024-03-24 03:02:46,GRID_13.01_77.7
FKN00GL9519,5,1,MAXI-CAB,2024-02-03 05:27:46,GRID_12.96_77.72
FKN00GL95071,5,2,SCOOTER,2024-03-20 05:08:46,GRID_13.01_77.56
FKN00GL56889,5,1,MOTOR CYCLE,2024-03-23 03:29:46,BTP040 - Elite Junction
FKN00GL95885,5,1,CAR,2024-01-18 12:03:46,GRID_13.01_77.53
FKN00GL9586,5,5,CAR,2024-04-05 11:36:46,"BTP210 - 50th cross, 12th Main , Rajajinagar"
FKN00GL66614,5,1,SCOOTER,2024-03-13 03:55:46,BTP172 - Nanjappa Circle
FKN00GL57258,5,3,VAN,2024-03-13 02:25:46,GRID_13.06_77.59
FKN00GL13318,5,4,MAXI-CAB,2024-01-25 02:32:46,GRID_12.94_77.7
FKN00GL105130,5,3,SCOOTER,2024-01-03 08:41:46,BTP027 - Modi Bridge Junction
FKN00GL13312,5,1,SCOOTER,2024-01-25 02:36:46,GRID_12.93_77.61
FKN00GL147938,5,1,MOTOR CYCLE,2023-12-23 05:08:46,BTP040 - Elite Junction
FKN00GL95710,5,2,SCOOTER,2024-01-03 05:36:46,BTP020 - Hosahalli Metro Station
FKN00GL104849,5,1,SCOOTER,2024-01-25 03:13:46,BTP032 - Windsor Circle
FKN00GL18213,5,2,MOTOR CYCLE,2024-02-23 06:06:46,GRID_12.93_77.69
FKN00GL62155,5,1,CAR,2024-04-02 01:16:46,BTP058 - Subbanna Junction
FKN00GL94789,5,2,PASSENGER AUTO,2024-03-22 12:10:46,BTP057 - Anand Rao Junction
FKN00GL9475,5,1,PASSENGER AUTO,2024-02-29 11:37:46,BTP043 - Upparpet Junction
FKN00GL66592,5,2,SCOOTER,2024-02-28 05:11:46,BTP172 - Nanjappa Circle
FKN00GL76386,5,1,CAR,2024-03-07 03:25:46,GRID_12.99_77.6
FKN00GL66558,5,4,CAR,2024-03-05 02:35:46,GRID_12.89_77.64
FKN00GL7628,5,3,CAR,2024-04-02 04:17:46,"BTP080 - NR Road, SP Road Junction"
FKN00GL105104,5,1,SCOOTER,2024-01-20 05:33:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL66941,5,2,PASSENGER AUTO,2024-03-27 11:58:46,BTP051 - Safina Plaza Junction
FKN00GL105100,5,1,SCOOTER,2024-01-24 06:53:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL126249,5,1,VAN,2023-12-07 02:12:46,GRID_13.01_77.69
FKN00GL132500,5,1,SCOOTER,2024-01-15 05:09:46,BTP044 - Sagar Theatre Junction
FKN00GL103579,5,3,PASSENGER AUTO,2024-01-20 05:01:46,BTP044 - Sagar Theatre Junction
FKN00GL0457,5,1,MOTOR CYCLE,2024-01-30 10:03:46,"BTP070 - Cholurpalya Junction, Magadi Road"
FKN00GL5720,5,1,MOTOR CYCLE,2024-03-03 10:35:46,BTP020 - Hosahalli Metro Station
FKN00GL9459,5,2,PASSENGER AUTO,2024-03-28 09:47:46,GRID_12.97_77.58
FKN00GL95331,5,1,SCOOTER,2024-03-25 09:19:46,BTP040 - Elite Junction
FKN00GL0634,5,1,MOTOR CYCLE,2024-03-22 07:57:46,GRID_12.93_77.69
FKN00GL147626,5,3,CAR,2024-03-22 11:04:46,GRID_12.96_77.7
